代码,公司,层级,产品或IP名称,提及次数,首次出现PDF页,首次上下文,说明
002624,完美世界,核心,云襄传之将进酒,3,10,固化，坚持走精品化、多元化的并行路线。 在内容选题与剧本打磨层面，创作团队始终坚守优质内容底色，挑选有时代共鸣、有文化根脉、有现实 关照的题材，精准布局不同赛道优质剧集。现实职场题材《夜色正浓》聚焦当代职场成长，《九个弹孔》 勾勒生动立体、有血有肉、有勇有谋的革命将领形象，《云襄传之将进酒》深耕武侠江湖与权谋博弈， 《芳名三九》演绎坚韧女性在时代洪流中的挣扎与蜕变，多部题材差异化作品齐发，构建丰富完善的影 视内容矩阵。 3、全球视野开拓海外市场 多年来，公司持续深入“产品精品化、出海全球化”的国际化战略，不断夯实精品研发及制作能力，创,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,夜色正浓,3,10,商业闭环，实现内容沉淀与价值转 换。 影视业务方面，观众喜好日趋多元，公司始终拒绝题材固化，坚持走精品化、多元化的并行路线。 在内容选题与剧本打磨层面，创作团队始终坚守优质内容底色，挑选有时代共鸣、有文化根脉、有现实 关照的题材，精准布局不同赛道优质剧集。现实职场题材《夜色正浓》聚焦当代职场成长，《九个弹孔》 勾勒生动立体、有血有肉、有勇有谋的革命将领形象，《云襄传之将进酒》深耕武侠江湖与权谋博弈， 《芳名三九》演绎坚韧女性在时代洪流中的挣扎与蜕变，多部题材差异化作品齐发，构建丰富完善的影 视内容矩阵。 3、全球视野开拓海外市场 多年来，公司持续深入“产品精品化、出海全球化”的国际化战略，不断夯实精品研发及制作能力,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,女神异闻录：夜幕魅影,3,9,PG 端游，并积极推动游戏出海，确立了深 厚技术积累和自主创新基因。伴随移动网络的普及和硬件性能的提升，端游转手游的行业趋势全面爆 发，公司率先抓住机遇，成功推出《诛仙》手游、《完美世界》手游等多款产品，大获成功。近年来，为 满足日益升级与丰富多元的用户需求，公司积极开拓以《女神异闻录：夜幕魅影》《异环》为代表的潮流 创新品类，形成“经典品类与潮流品类双轨并进”的协同发展模式，构建起涵盖端游、手游、主机游戏、云 游戏以及小程序游戏的全平台研发与发行能力，并深入推进AI 等前沿技术革新与应用实践，推动游戏业 务健康发展。 完美世界电竞业务是公司业务矩阵中的长青板块。依托知名电竞产品《DOTA2（刀塔）》及《CS （反恐精英：全球攻势）》在中国,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,梦幻新诛仙：轻享,3,14,二十年长线运营，先后孵化出《诛仙》端游、 《梦幻诛仙》端游、《诛仙》手游、《梦幻新诛仙》手游、《诛仙世界》端游、《诛仙2》手游等多款精品游 戏。端游产品《诛仙》即将运营满20 周年，《诛仙》手游上线已10 周年，《梦幻新诛仙》手游公测已满5 周年，定位轻量化减负的回合MMO 新品《梦幻新诛仙：轻享》已定档2026 年9 月3 日公测。不同产品 在各自的发展阶段，都在技术迭代、玩法更新、用户导向等层面实现创新融合，通过长线精细化运营激 活IP 长效生命力，充分释放IP 的可持续长尾商业与文化价值。 公司自研的超自然都市开放世界RPG 游戏《异环》于2026 年4 月开启全球公测，面向全球180 余个 国家及地区，在PC、安卓、iOS、M,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,梦幻诛仙,3,9,发展根基。 游戏业务方面，公司已形成“经典品类与潮流品类双轨并进”的协同发展模式。完美世界IP、诛仙IP 和武侠魔幻IP 三大核心矩阵构成经典品类基本盘，公司依托丰富的跨平台研发经验，推动IP 价值的长周 期转化。例如，诛仙IP 历经二十年长线运营，先后孵化出《诛仙》端游、《梦幻诛仙》端游、《诛仙》手 游、《梦幻新诛仙》手游、《诛仙世界》端游、《诛仙2》手游等多款精品，基于诛仙IP 的全新产品《梦幻 新诛仙：轻享》已定档2026 年9 月3 日公测，系列化产品形成了覆盖多端、代际传承的内容矩阵，实现 8 ===== 第 10 页,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,芳名三九,3,10,容选题与剧本打磨层面，创作团队始终坚守优质内容底色，挑选有时代共鸣、有文化根脉、有现实 关照的题材，精准布局不同赛道优质剧集。现实职场题材《夜色正浓》聚焦当代职场成长，《九个弹孔》 勾勒生动立体、有血有肉、有勇有谋的革命将领形象，《云襄传之将进酒》深耕武侠江湖与权谋博弈， 《芳名三九》演绎坚韧女性在时代洪流中的挣扎与蜕变，多部题材差异化作品齐发，构建丰富完善的影 视内容矩阵。 3、全球视野开拓海外市场 多年来，公司持续深入“产品精品化、出海全球化”的国际化战略，不断夯实精品研发及制作能力，创 9 ===== 第 1,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,诛仙2,3,9,的协同发展模式。完美世界IP、诛仙IP 和武侠魔幻IP 三大核心矩阵构成经典品类基本盘，公司依托丰富的跨平台研发经验，推动IP 价值的长周 期转化。例如，诛仙IP 历经二十年长线运营，先后孵化出《诛仙》端游、《梦幻诛仙》端游、《诛仙》手 游、《梦幻新诛仙》手游、《诛仙世界》端游、《诛仙2》手游等多款精品，基于诛仙IP 的全新产品《梦幻 新诛仙：轻享》已定档2026 年9 月3 日公测，系列化产品形成了覆盖多端、代际传承的内容矩阵，实现 8 ===== 第 10 页 =====,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,诛仙世界,3,9,潮流品类双轨并进”的协同发展模式。完美世界IP、诛仙IP 和武侠魔幻IP 三大核心矩阵构成经典品类基本盘，公司依托丰富的跨平台研发经验，推动IP 价值的长周 期转化。例如，诛仙IP 历经二十年长线运营，先后孵化出《诛仙》端游、《梦幻诛仙》端游、《诛仙》手 游、《梦幻新诛仙》手游、《诛仙世界》端游、《诛仙2》手游等多款精品，基于诛仙IP 的全新产品《梦幻 新诛仙：轻享》已定档2026 年9 月3 日公测，系列化产品形成了覆盖多端、代际传承的内容矩阵，实现 8 ===== 第 10 页 =====,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,云雀叫天录,2,13,"利下降，主要 原因是报告期内播出的影视剧数量同比减少。 公司影视业务以“减量提质”为核心导向，通过“长剧深耕、短剧精作、共生共长”三大策略，稳健推进 影视业务发展。2026 年以来，公司出品的《夜色正浓》《九个弹孔》等剧集先后播出，收获观众喜爱。目 前公司储备的《醒来》《云雀叫天录》《云襄传之将进酒》《芳名三九》《何不同舟渡》等影视作品正在制 作、发行、排播过程中。 3、报告期内，公司非经常性收益9,216.94 万元，主要由政府补助、公允价值变动收益、应收账款减 值准备转回等构成；上年同期，公司非经常性收益18,512.25 万元，主要由出售乘风工作室产生的处置收 益、政府补助、公允价值变动收益等构成。 （二）主营业",程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,何不同舟渡,2,13,"量同比减少。 公司影视业务以“减量提质”为核心导向，通过“长剧深耕、短剧精作、共生共长”三大策略，稳健推进 影视业务发展。2026 年以来，公司出品的《夜色正浓》《九个弹孔》等剧集先后播出，收获观众喜爱。目 前公司储备的《醒来》《云雀叫天录》《云襄传之将进酒》《芳名三九》《何不同舟渡》等影视作品正在制 作、发行、排播过程中。 3、报告期内，公司非经常性收益9,216.94 万元，主要由政府补助、公允价值变动收益、应收账款减 值准备转回等构成；上年同期，公司非经常性收益18,512.25 万元，主要由出售乘风工作室产生的处置收 益、政府补助、公允价值变动收益等构成。 （二）主营业务经营情况",程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,完美世界国际版,2,9,一、报告期内公司从事的主要业务 完美世界是一家全球性的文化娱乐产业集团，公司聚焦网络游戏的研发、发行及运营业务，同时布 局电视剧、短剧制作等影视业务。 完美世界游戏业务前身创立于1997 年，公司早期依托自主研发的3D 游戏引擎，成功推出了《完美 世界经典版》《完美世界国际版》《诛仙》等多款大型MMORPG 端游，并积极推动游戏出海，确立了深 厚技术积累和自主创新基因。伴随移动网络的普及和硬件性能的提升，端游转手游的行业趋势全面爆 发，公司率先抓住机遇，成功推出《诛仙》手游、《完美世界》手游等多款产品，大获成功。近年来，为 满足日益升级与丰富多元的用户需求，公司积极开拓以《女神异闻录：夜幕魅影》《异环》为代表的潮流 创新品,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,幻塔,2,10,MMO、模拟经营卡牌、SLG、休闲游戏等全新品类，持续推动游戏业务多元化发展。经典 品类方面，公司以旗舰IP 为核心，产品涵盖东方奇幻、仙侠、武侠、魔幻等多元题材，囊括 MMORPG、回合制RPG、ARPG 等多种玩法，发挥经典赛道优势，持续迭代升级产品。潮流品类方面， 公司以《幻塔》项目为发端，积累起内容向产品的全流程研发及发行经验，开拓了全新用户群体，并成 功实现经验复用，先后推出《女神异闻录：夜幕魅影》《异环》等精品游戏，进一步扩大潮流品类矩阵。 电竞业务方面，公司依托知名电竞产品《DOTA2（刀塔）》及《CS（反恐精英：全球攻势）》在中国 大陆地区的独家运营权，秉持“赛事带动产品、赛事带动出海”的发展路径，以金字塔型赛事体,程序初筛，重点公司产品另行人工复核
002624,完美世界,核心,醒来,2,13,"年同期盈利下降，主要 原因是报告期内播出的影视剧数量同比减少。 公司影视业务以“减量提质”为核心导向，通过“长剧深耕、短剧精作、共生共长”三大策略，稳健推进 影视业务发展。2026 年以来，公司出品的《夜色正浓》《九个弹孔》等剧集先后播出，收获观众喜爱。目 前公司储备的《醒来》《云雀叫天录》《云襄传之将进酒》《芳名三九》《何不同舟渡》等影视作品正在制 作、发行、排播过程中。 3、报告期内，公司非经常性收益9,216.94 万元，主要由政府补助、公允价值变动收益、应收账款减 值准备转回等构成；上年同期，公司非经常性收益18,512.25 万元，主要由出售乘风工作室产生的处置收 益、政府补助、公允价值变动收益等构成。",程序初筛，重点公司产品另行人工复核
